Vaka_ID,Ulke_Bolge,Yil,Proje_Sektoru_v4,FIDIC_Kitap_Turu,Atif_Maddeler,Kurum_Yargi_Yeri,Uyusmazlik_Ozeti,Claim_Turu,Eskalasyon_Asamasi,Sonuc_Yonu,Vaka_Adi,Kaynak,Karar_Yonu_Ham,Tahmini_Tutar_USD,Sure_Yil_Cikarilan
GAP8-001,Filipinler,2013,Liman/Deniz Altyapisi,FIDIC-dışı (bespoke sözleşme),Degisiklik Emirleri (Variation/Change Orders) Kaynakli Odenmemis Alacak; Devlet Kurumuna Karsi Dava Acmada COA'nin (Sayistay) ONCELIKLI YETKISI,Filipinler Yuksek Mahkemesi,"Caticlan Iskele Limani ve Terminali projesinde (38.9 milyon PHP), Isveren'in (Aklan Vilayeti) INSAAT SIRASINDA verdigi VARYASYON/DEGISIKLIK EMIRLERI (ek isler icin) SONRASINDA, Yuklenici'nin (Jody Kin",Degisiklik/Change Order,Tenfiz/Icra (Nihai Asama),Davali Lehine,"The Province of Aklan v Jody King Construction and Development Corp., G.R. Nos. 197592 & 202623 (Filipinler Yuksek Mahkemesi, 27 Kasim 2013)",lawphil.net (Filipinler Yuksek Mahkemesi resmi/ucretsiz arsivi),"Davali (Aklan Vilayeti/Isveren) lehine - Ilk Derece Mahkemesi'nin KARARI VE ICRA EMRI IPTAL EDILDI, dosyanin ONCE COA'YA (Sayistay) GONDERILMESI GEREK",38900000,15
GAP9-001,BAE (Abu Dhabi/ADGM),2023,Fosil Yakit/Petrol-Gaz,"BELİRSİZ (sadece tahkim kuralı belirtilmiş, sözleşme standardı yok)",Cl. Tahkim Sarti - 'Abu Dhabi City (UAE)' Yeri; Yargi Yetkisine 'Opt-In' (Gonullu Katilim),ADGM Ilk Derece Mahkemesi (Abu Dhabi Global Market Court of First Instance),"Bir ENTEGRE DOGALGAZ BORU HATTI projesinde, alt yuklenicinin ANA YUKLENICIYE karsi actigi ICC tahkiminde (2019 baslangicli), COGUNLUK Hakem Heyeti'nin taleplerin BUYUK KISMINI REDDETMESI sonrasi, Dava",Alt Yuklenici Statusu,Hakem Karari Iptal Davasi/Mahkeme Denetimi,Belirsiz/Detay Sinirli,"A6 v B6, [2023] ADGMCFI 0005 (Abu Dhabi Global Market Ilk Derece Mahkemesi, 13 Mart 2023)",Freshfields Bruckhaus Deringer + dailyjus.com (ADGM resmi karar arsivine dayali analiz),Belirsiz/karma - Davaci'nin yetki argumani KABUL EDILDI (ADGM yetkisini USTLENDI) ama esas HAKEM KARARININ iptali konusunda SONUC belirtilmedi - bu ka,,1
GAP10-001,İngiltere/UK,2026,Su/Atik Su/Baraj,FIDIC-dışı (bespoke sözleşme),On-Talep Performans Teminati (On-Demand Bond) - Otonomi Ilkesi ve Hile Istisnasi,Ingiltere - Technology and Construction Court,"Isverenin, Yuklenici'nin FESIH SONRASI GECIKME CEZASI icin 11,7 milyon GBP'lik (%10) ON-TALEP TEMINATI TAHSIL ETMESI uzerine, Yuklenici'nin BANKAYA (Barclays) karsi ODEMEYI ENGELLEMEK icin IHTIYATI TE",Gecikme/EOT; Fesih,Belirsiz/Sadece Claim Asamasi,Davali Lehine,"CR Construction (UK) Company Ltd v Barclays Bank Plc (Northern Gateway FEC No.7 Ltd, Mudahil), [2026] EWHC 202 (TCC)","BAILII / caselaw.nationalarchives.gov.uk (resmi, ucretsiz)","Davali (Banka) lehine - ihtiyati tedbir talebi REDDEDILDI, on-talep teminatlarda 'OTONOMI ILKESI' ve 'HILE ISTISNASI' konusunda GUNCEL (2026) bir emsa",11700000,
GAP10-002,İngiltere/UK,2011,Sanayi Tesisi/Fabrika,FIDIC-dışı (bespoke sözleşme),On-Talep Performans Teminati - Kabul Sertifikasi Sonrasi 'Sifirlanma/Iade' Sarti,Ingiltere - Technology and Construction Court,"Bir bioetanol tesisi projesinde, KABUL SERTIFIKASI (acceptance certificate) VERILDIKTEN SONRA, sozlesmenin ACIKCA teminatin ISVEREN'E IADE EDILMESI gerektigini ONGORMESINE RAGMEN, Isveren'in teminati ",Teminat Mektubu; Ihtiyati Tedbir Talebi; Hile/Yanlis Beyan (Misrepresentation),Belirsiz/Sadece Claim Asamasi,Davaci Lehine,"Simon Carves Ltd v Ensus UK Ltd, [2011] EWHC 657 (TCC)","BAILII / caselaw.nationalarchives.gov.uk (resmi, ucretsiz)","Davaci (Yuklenici) lehine - ihtiyati tedbir DEVAM ETTIRILDI, Isveren teminati TAHSIL EDEMEDI",,
GAP10-003,İngiltere/UK,2016,Fosil Yakit/Petrol-Gaz,Sarı Kitap - Baskı Belirsiz,On-Talep Performans Teminati - Gecikme Cezasi (LD) Icin Cagri Bildirimi,Ingiltere - Technology and Construction Court,"Bir enerjiden atik tesisi projesinde, Isveren'in GECIKME CEZASI (liquidated damages) icin ON-TALEP TEMINATI CAGIRMA NIYET BILDIRIMI VERMESI uzerine, Yuklenici'nin bu CAGRIYI ENGELLEMEYE calismasi - FI",Gecikme/EOT,Belirsiz/Sadece Claim Asamasi,Belirsiz/Detay Sinirli,"J. Murphy & Sons Limited v Beckton Energy Limited, [2016] EWHC 607 (TCC)",Lexology (Bonds and Guarantees) analizi + BAILII,"Belirsiz/detay - genel ilke: FIDIC bazli sozlesmelerde teminat cagrisi HALA OTONOMI ilkesine TABI, ama SOZLESME METNI ACIKCA SINIRLANDIRMISSA bu SINIR",,
GAP11-001,İngiltere/UK,2014,Yenilenebilir Enerji,Gümüş Kitap - 1999 (1. Baskı),Sub-Cl.20.2-20.8 (DAB'in Zorunlulugu - Ad-Hoc vs Daimi DAB Ayrimi),Ingiltere - Technology and Construction Court (Yargic Edwards-Stuart),"Bir 1.5 MW gunes enerjisi santralinin (catideki) kurulumu icin FIDIC Gumus Kitap sozlesmesinde, tesisin GEREKEN GUC CIKISINI (55 kW) SAGLAYAMADIGI iddiasiyla Isveren'in FIYAT INDIRIMI (£1.3 milyon) ta",DAB/Hakem Prosedur Usulsuzlugu,DAB/DAAB (On-Tahkim Kurulu),Davali Lehine,"Peterborough City Council v Enterprise Managed Services Ltd, [2014] EWHC 3193 (TCC)",Fenwick Elliott Dispatch + Building.co.uk + ArbDB Chambers (cok kaynakli dogrulama),"Davali (Yuklenici EMS) lehine - Isveren'in mahkeme davasi ERTELENDI (stayed), taraflarin ONCE DAB surecini TAMAMLAMASI EMREDILDI - FIDIC DAB'in ZORUNL",1300000,
GAP12-001,Şili (CAM Santiago),2023,Fosil Yakit/Petrol-Gaz,FIDIC-benzeri/Belirsiz (CISG veya EPC sözleşmesi),"CISG m.1(1), 3, 6 (Mal Satimi Sozlesmesi Kapsaminin Belirlenmesi - Tedarik+Montaj+Devreye Alma)",Sili - Santiago Ticaret Odasi Tahkim ve Arabuluculuk Merkezi (CAM Santiago),"Ekvador'da (Pichincha, Santo Domingo de los Tsachilas ve Cotopaxi eyaletleri kesisiminde) bir HIDROELEKTRIK SANTRALI projesi (Toachi-Pilaton) icin, Rus devlet sirketi Inter Rao UES'in TURBOJENERATOR U",Gecikme/EOT; Kalite/Kusur,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Karma/Kismi,"Inter Rao UES & Sociedad Anonima Abierta Inter Rao Ues v Empresa Publica Estrategica Corporacion Electrica del Ecuador (CELEC E.P.), CAM Santiago Case No.3568-18 (29 Mayis 2023)","UNCITRAL CLOUT Newsletter 2025/1 (Case 2226) + cisg-online.org (resmi, ucretsiz)","Karma/detay tam erisilemedi - BUYUK BIR GUNEY AMERIKA HIDROELEKTRIK PROJESI UYUSMAZLIGI, 'insaat-bitisik ekipman tedarik sozlesmelerinin CISG mi FIDIC",,
GAP12-002,Ekvador,2021,Su/Atik Su/Baraj,FIDIC-benzeri/Belirsiz (CISG veya EPC sözleşmesi),EPC Sozlesmesi Kalite/Kusur Hukumleri; Sozlesme-Oncesi Tahkim Mekanizmasi (contractual pre-arbitration ruled against CELEC),ICC Uluslararasi Tahkim Mahkemesi (Paris) - Ekvador Devlet Sirketi v Cin Devlet Sirketi,"8000+ CATLAK tespit edilen turbogenerator DAGITICILARINDA (distributors) YAPISAL KUSURLAR nedeniyle, Ekvador'un devlet elektrik sirketi CELEC EP'nin, Cin devlet sirketi Sinohydro'ya (barajın EPC Yukle",Kalite/Kusur,DAB/DAAB (On-Tahkim Kurulu),Uzlasma,"Empresa Publica Estrategica Corporacion Electrica del Ecuador (CELEC EP) v Sinohydro Corporation Limited, ICC Uluslararasi Tahkim Mahkemesi (basvuru 17 Mayis 2021, uzlasma Haziran 2025)","Business & Human Rights Resource Centre + China Global South + Wikipedia (cok kaynakli, kamu yararı nedeniyle YOGUN haber takibi)","UZLASMA ILE SONUCLANDI (tahkim resmi olarak SONA ERDIRILDI) - Sinohydro/PowerChina, tesisin ISLETMESINI DEVRALMA KARSILIGINDA 400 milyon USD tazminat/",580000000,13
GAP13-001,Peru,2018,Karayolu/Otoyol,FIDIC-dışı (İmtiyaz Sözleşmesi),Yolsuzluk Iddiasi (Odebrecht Skandali) ile Sozlesme Geçersizliği; Sosyal Protestolar (Force Majeure/Ozel Risk); Tahkim Karari Tenfizi (FAA m.10),PCA (Lahey) Tahkimi + ABD Columbia Bolgesi Federal Mahkemesi + D.C. Temyiz Mahkemesi,"2013'te Lima Belediyesi (MML) ile Rutas de Lima (Odebrecht'in yan kurulusu) arasinda, LIMA'DA KENTSEL YOLLARIN INSAASI, IYILESTIRILMESI VE ISLETILMESI icin imzalanan IMTIYAZ SOZLESMESI kapsaminda, (1)",Degisiklik/Change Order; Kalite/Kusur; Yolsuzluk,Tenfiz/Icra (Nihai Asama),Davaci Lehine,"Rutas de Lima S.A.C. v Municipalidad Metropolitana de Lima (MML), PCA Case No.2023-34 + Ilk/Ikinci Tahkim (2018-2020) + ABD Federal Mahkemeleri (D.D.C. + D.C. Cir., 2024-2025)","jusmundi.com (tam metin, kismi ucretsiz) + law.justia.com + BNamericas",Davaci (Rutas de Lima) lehine (COK KATMANLI) - iki tahkim ODULU (toplam ~196 milyon USD) hem TAHKIM ASAMASINDA hem ABD FEDERAL MAHKEMELERINDE (Ilk Der,196000000,10
GAP14-001,Kazakistan,2025,Belirsiz/Veri Yetersiz,FIDIC-benzeri/Belirsiz,Tahkim Karari Tenfizi - Tek Hakemli Karar,"Kazakistan - AIFC Mahkemesi (Astana Uluslararasi Finans Merkezi, Yargic Lord Faulks KC)","Bir KARAYOLU BAKIM/INSAAT sozlesmesi kapsaminda, Kazak Yuklenici'nin (Temirzhol Zhondeu), Cin devlet insaat sirketi CITIC Constructions'a karsi, ODENMEYEN 228.429.662,08 KAZAKISTAN TENGESI'NIN (KZT) T",Gecikme/EOT,Tenfiz/Icra (Nihai Asama),Davaci Lehine,"Temirzhol Zhondeu LLP v CITIC Constructions Co. Ltd., AIFC Ilk Derece Mahkemesi (Astana Uluslararasi Finans Merkezi), Case No.AIFC-C/CFI/2025/0046 (19 Aralik 2025)","AIFC Mahkemesi resmi karar arsivi (court.aifc.kz, ucretsiz)","Davaci (Temirzhol Zhondeu, Kazak Yuklenici) lehine - tahkim karari TENFIZ EDILDI - AIFC MAHKEMESI'NIN (Astana, Kazakistan) ULUSLARARASI insaat TAHKIM ",470000,
GAP14-002,İsrail,2024,Karayolu/Otoyol,FIDIC-benzeri/Belirsiz,Tahkim Sozlesmesinin BAGIMSIZLIGI (Severability) Ilkesi - 1968 Tahkim Kanunu m.3,Israil - Tel Aviv Bolge Mahkemesi,"Haifa'daki Carmel Tunelleri (BOT/Yap-Islet-Devret) projesinde, tahkim SARTININ GECERLILIGINE iliskin USUL/TEKNIK EKSIKLIKLERIN, tarafların TAHKIME RIZA GOSTERMIS OLMALARINI GECERSIZ KILIP KILMADIGI",Muhendis/Mimar Karari - Clause 67 Usulu,Ilk Derece Devlet Mahkemesi,Davali Lehine,"Carmel Tunnels Ltd v Shapir Civil and Marine Engineering Ltd, Tel Aviv Bolge Mahkemesi (2024)",Lexology (Year in Review: Construction Disputes in Israel),"Davali (Yuklenici Shapir) lehine - tahkim sartinin GECERLILIGI ONANDI, Israil'de tahkim BAGIMSIZLIGI (severability) ilkesi konusunda GUNCEL bir emsal",,
GAP14-003,İsrail,2024,Su/Atik Su/Baraj,FIDIC-benzeri/Belirsiz,Devam Eden Tahkim Sirasinda Ara Basvurularin (Interlocutory Motions) Sinirlandirilmasi,Israil - Kudus Bolge Mahkemesi,"Israil'in ulusal su sirketi Mekorot ile Yuklenici Solel Boneh ARASINDAKI bir su altyapisi projesi UYUSMAZLIGINDA, TAHKIM SURECI DEVAM EDERKEN taraflardan birinin MAHKEMEYE ARA BASVURULAR (interlocutor",Siniflandirilmamis/Veri Yetersiz,Ilk Derece Devlet Mahkemesi,Davali Lehine,"Mekorot v Solel Boneh, Kudus Bolge Mahkemesi (2024)",Lexology (Year in Review: Construction Disputes in Israel),"Davali (Yuklenici Solel Boneh) lehine (usul acisindan) - mahkeme MUDAHALESI SINIRLANDIRILDI, Israil'de tahkim OZERKLIGI konusunda tamamlayici bir emsa",,
GAP15-001,İrlanda,2021,Belirsiz/Veri Yetersiz,FIDIC-dışı,Adjudikasyon Sonrasi Performans Teminati Cagrisinin Ihtiyati Tedbirle Engellenmesi,Irlanda Yuksek Mahkemesi (High Court),"Bir insaat projesinde, Yuklenici'nin (Construgomes) DAHA ONCE ADJUDIKASYON SURECINDE ELE ALINMIS/COZULMUS konularla ilgili olarak, Isveren'in (Dragados) AYRI BIR TALEP ile PERFORMANS TEMINATINI CAGIRM",DAB/Hakem Prosedur Usulsuzlugu,Istinaf/Temyiz/Yuksek Mahkeme,Devam Eden Dava,"Construgomes & Another v Dragados Ireland Limited & Others, [2021] IEHC 79",Hayes Solicitors (Construction Dispute Adjudication analizi) + Irlanda Yuksek Mahkemesi resmi karar arsivi (courts.ie),"Belirsiz/detay tam erisilemedi - IRLANDA'DA on-talep teminat CAGRILARININ, DEVAM EDEN VEYA TAMAMLANMIS ADJUDIKASYON SURECIYLE ILISKISI konusunda ONEML",,
GAP15-002,İrlanda,2002,Su/Atik Su/Baraj,FIDIC-dışı,Ihale Degerlendirmesinde 'En Ekonomik Avantajli Teklif' Kriterinin Yorumlanmasi - AB Kamu Ihale Direktifi,Irlanda Yuksek Mahkemesi (Supreme Court of Ireland),"Bir kamu yol/altyapi ihalesinde, Isveren'in (Mayo County Council) EN DUSUK TEKLIFI VEREN Yuklenici (SIAC Construction) YERINE, 'EN EKONOMIK AVANTAJLI TEKLIF' kriterine dayanarak BASKA BIR TEKLIFI KABU",Ihale Sureci,Istinaf/Temyiz/Yuksek Mahkeme,Davali Lehine,"SIAC Construction Ltd v The County Council of the County of Mayo, [2002] IESC 39 (9 Mayis 2002)",Wikipedia (SIAC Construction Ltd v Mayo County Council) + Irlanda Yuksek Mahkemesi resmi karar arsivi,Davali (Mayo County Council/Isveren) lehine - SIAC Construction'in TEMYIZI REDDEDILDI - IRLANDA'DA kamu ihalesi DEGERLENDIRME KRITERLERININ yorumu kon,,
GAP16-001,Fas,2001,Karayolu/Otoyol,FIDIC-dışı/Belirsiz (Yatırım Tahkimi),ICSID Sozlesmesi m.25(1) - 'YATIRIM' KAVRAMININ TANIMI (SALINI TESTI'NIN DOGUSU),ICSID (Dunya Bankasi Yatirim Uyusmazliklari Cozum Merkezi),"Iki Italyan sirketinin (Salini Costruttori ve Italstrade) OLUSTURDUGU KONSORSIYUMUN, Fas'ta 50 KM'LIK BIR OTOYOLUN INSAASI icin kazandigi ihale SONRASI, insaati 36 AYDA (planlanandan 4 AY GEC) TAMAMLA",Gecikme/EOT; Odeme Uyusmazligi; Ihale Sureci,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Davaci Lehine,"Salini Costruttori S.p.A. and Italstrade S.p.A. v Kingdom of Morocco, ICSID Case No.ARB/00/4 (Yetki Karari, 23 Temmuz 2001)","investmentpolicy.unctad.org (resmi, ucretsiz) + Jus Mundi 'Salini Test' analizi + Fordham Law Review","Davaci (Italyan Konsorsiyum) lehine (yetki asamasi) - ICSID YETKISI ONANDI; 'SALINI TESTI', SONRAKI 20+ YILDIR YUZLERCE ICSID davasinda 'yatirim' tani",,6
GAP16-002,Cezayir,2020,Karayolu/Otoyol,FIDIC-dışı/Belirsiz (Yatırım Tahkimi),"Cezayir-Ispanya IKILI YATIRIM ANLASMASI (1994) - Dolayli Kamulastirma, Adaletin Reddi",ICSID (Dunya Bankasi Yatirim Uyusmazliklari Cozum Merkezi),"Ispanyol insaat sirketinin (Ortiz), Cezayir'de 5.000 KONUT UNITESI INSAASI VE SATISI icin BIR ORTAK GIRISIM SIRKETI araciligiyla katildigi bir kamu IHALE SURECINDE, Cezayir MAKAMLARININ KENDISINE SOZ ",Ihale Sureci,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Davaci Lehine,"Ortiz Construcciones y Proyectos S.A. v People's Democratic Republic of Algeria, ICSID Case No.ARB/17/1 (Nihai Karar, 29 Nisan 2020)","investmentpolicy.unctad.org (UNCTAD resmi, ucretsiz)","Davali (Cezayir Devleti) lehine - Davaci'nin TUM TALEPLERI ESASTAN REDDEDILDI - kamu ihalesi surecinde BASARISIZ OLAN bir insaat sirketinin, bunu 'YAT",,
GAP17-001,Panama,2020,Sanayi Tesisi/Fabrika,FIDIC-dışı/Belirsiz,"Panama-ABD Ticaret Tesvik Anlasmasi (TPC) m.10.16 - Dolayli Kamulastirma, Adil/Esit Muamele",ICSID (Panama-ABD TPC m.10.16 kapsaminda yatirim tahkimi),"Panama'da bir REHABILITASYON MERKEZI insaati icin, Panama Devleti'nin PROJE KAPSAMINI GENISLETME TALEBI uzerine Yuklenici'nin (IBT Group) YENI BIR TASARIM HAZIRLAMASINA RAGMEN, Devletin bu GENISLETILM",Fesih; Kalite/Kusur,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Belirsiz/Detay Sinirli,"IBT Group LLC and IBT LLC v Republic of Panama, ICSID (Panama-ABD Ticaret Tesvik Anlasmasi kapsaminda, basvuru 11 Agustos 2020)","jusmundi.com (Tahkim Basvurusu, ucretsiz erisim)","Belirsiz/devam ediyor - PANAMA VE ORTA AMERIKA'DA kamu insaat sozlesmesi FESHI + KAPSAM DEGISIKLIGI + YATIRIM TAHKIMI kesisiminde nadir, iyi belgelenm",,
GAP17-002,Kosta Rika,2021,Belirsiz/Veri Yetersiz,FIDIC-dışı/Belirsiz,"Ana Insaat Sozlesmesindeki Tahkim Sartinin, Ayri/Yardimci Bir Sigorta Sozlesmesine GENISLETILEMEYECEGI",Kosta Rika Yuksek Adalet Divani (Corte Suprema de Justicia) - Birinci Daire,"Bir ANA INSAAT SOZLESMESINDE yer alan tahkim SARTININ, bu sozlesmeye BAGLI/YARDIMCI NITELIKTEKI AYRI BIR SIGORTA SOZLESMESINDEN DOGAN bir UYUSMAZLIGI da KAPSAYIP KAPSAMADIGI",Kalite/Kusur,Istinaf/Temyiz/Yuksek Mahkeme,Davali Lehine,"Sentencia N.002079-C-S1-2021, Kosta Rika Yuksek Adalet Divani Birinci Dairesi (Sala Primera), 18 Kasim 2021",Consortium Legal (Kosta Rika hukuk analizi) + vLex Costa Rica,Davali lehine - tahkim sartinin GENISLETILEMEYECEGINE karar verildi - KOSTA RIKA'DA insaat sozlesmelerindeki tahkim sartlarinin KAPSAMI konusunda ONEM,,
GAP17-003,Portekiz,2010,Sanayi Tesisi/Fabrika,FIDIC-dışı/Belirsiz,Hakem Kararinin Denetimi - Sozlesmeden Dogan Hak Kaybi (Caducidade) Suresi,Portekiz - Lizbon Istinaf Mahkemesi (Tribunal da Relacao de Lisboa),"12 Ocak 1998 tarihli, Amadora'daki bir FABRIKA TESISININ INSAAT VE YENILEME islerini kapsayan (220.000.000$00 bedelli, 6 AYLIK sure ongoren) bir insaat sozlesmesinde, Yuklenici'nin GECIKME nedeniyle a",Gecikme/EOT; Kalite/Kusur; Odeme Uyusmazligi; Ihale Sureci,Istinaf/Temyiz/Yuksek Mahkeme,Karma/Kismi,"Acordao do Tribunal da Relacao de Lisboa, Contrato de Empreitada Davasi (Amadora Fabrika Tesisi Projesi)",jurisprudencia.pt (Portekiz mahkeme kararlari resmi/ucretsiz arsivi),"Karma - HER IKI TARAFIN DA taleplerinin hak dusurucu SURE ASIMI nedeniyle DUSTUGUNE karar verildi, hakem kurulu KARARI ONANDI - PORTEKIZ'DE insaat soz",,
GAP18-001,Mısır,2024,Belirsiz/Veri Yetersiz,FIDIC-dışı,Medeni Kanun m.663 - Sozlesme Feshinin GERIYE DONUK ETKISI OLMAMASI,Misir Temyiz Mahkemesi (Mahkemet en-Nakd) - Medeni Daireler,"Bir insaat sozlesmesinin (Aqd al-Muqawala) ANLASMA VEYA MAHKEME KARARIYLA FESHEDILMESI HALINDE, bu FESHIN insaatin BASLANGICINA KADAR GERIYE DONUK (retroactive) etki YAPIP YAPMAYACAGI, yoksa FESIH ANI",Fesih,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Detay Sinirli,"Misir Temyiz Mahkemesi (Mahkemet en-Nakd) Karari, Temyiz No.6198/92, 10 Haziran 2024","lawyeregypt.net (Misir Temyiz Mahkemesi karar arsivi derlemesi, ucretsiz)",Belirsiz/ilke karari - MISIR MEDENI HUKUKUNDA insaat sozlesmesi FESHININ GERIYE DONUK OLMADIGI ilkesi ONANDI - COK GUNCEL (Haziran 2024) bir Temyiz Ma,,
GAP18-002,Mısır,2018,Belirsiz/Veri Yetersiz,FIDIC-dışı,Medeni Kanun m.663 - Goturu Bedelli Sozlesmede EK/DEGISIKLIK ISLERI Icin Ek Odeme Sarti,Misir Temyiz Mahkemesi (Mahkemet en-Nakd) - Medeni Daireler,"GOTURU BEDELLI (sabit fiyatli, 1.300.000 EGP) bir insaat sozlesmesinde, Yuklenici'nin TASARIMDA YAPILAN EKLEME/DEGISIKLIKLER (ek is) icin SOZLESME BEDELININ UZERINDE EK ODEME talep edip EDEMEYECEGI - ",Degisiklik/Change Order; Odeme Uyusmazligi,Istinaf/Temyiz/Yuksek Mahkeme,Davali Lehine,Misir Temyiz Mahkemesi Karari - Ek/Degisiklik Islerinin Bedeli (Tasarim Degisikligi Davasi),"lawyeregypt.net (Misir Temyiz Mahkemesi karar arsivi derlemesi, ucretsiz)",Davali (Ana Yuklenici) lehine agirlikli - Alt talep KISMEN REDDEDILDI (ispat yuku YERINE GETIRILEMEDIGI icin) - MISIR'DA goturu bedelli sozlesmelerde ,,
GAP18-003,Çin,2026,Bina/Konut/Ticari,FIDIC-dışı,Insaat Muteahhitlik LISANSI/YETERLILIGI 'ODUNC ALMA' (Zizhi Jieyong) Uygulamasinin Gecersizligi ve Tazminat Hakki,Cin Yuksek Halk Mahkemesi (Supreme People's Court) - Resmi 'Tipik Vaka' Serisi,"Bir GAYRIMENKUL SIRKETININ (Isveren), sozlesmeyi imzalarken KARSI TARAFIN (Ge) BASKA BIR INSAAT SIRKETININ MUTEAHHITLIK LISANSINI 'ODUNC ALARAK' (yeterlilik odunc alma - Cin'de YAYGIN ama YASAK bir uy",Odeme Uyusmazligi,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,Cin Yuksek Halk Mahkemesi (Zui Gao Renmin Fayuan) Resmi Ornek Karari No.1 - 'Yeterlilik Odunc Alma' (Zizhi Jieyong) Davasi (Temmuz 2026 yayimlandi),Cin Yuksek Halk Mahkemesi resmi web sitesi (court.gov.cn) + Fujian Il Kalkinma ve Reform Komisyonu resmi yayini,"Davaci (Ge, gercek muteahhit) lehine - Isveren'in INDIRIMLI TAZMINAT ODEMESI GEREKTIGINE karar verildi - CIN YUKSEK MAHKEMESI'NIN, YENI (2026) YARGISA",,
GAP19-001,Mozambik,2023,Demiryolu/Metro,FIDIC-dışı/Belirsiz (Yatırım Tahkimi),"Hindistan-Mozambik Ikili Yatirim Anlasmasi (2009) - Dolayli Kamulastirma, Adil ve Esit Muamele",PCA (Lahey) - UNCITRAL Kurallari,"Zambezia kiyisinda bir DEMIRYOLU HATTI insaasi VE YENI BIR LIMAN GELISTIRILMESI icin planlanan bir KAMU-OZEL ORTAKLIGI (PPP) projesinde, Hindistan yatirimcisinin (Mittal), 2011 tarihli bir NIYET MEKTU",Ihale Sureci,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Davaci Lehine,"Mittal & Ors v Republic of Mozambique, PCA Case No.2020-21 (Hindistan-Mozambik BIT 2009 kapsaminda)","investmentpolicy.unctad.org (UNCTAD ISDS Navigator, resmi/ucretsiz)","Davali (Mozambik Devleti) lehine - Davaci'nin TALEPLERI REDDEDILDI - bir ALTYAPI PROJESI ICIN NIYET MEKTUBUNUN, BAGLAYICI BIR IMTIYAZ HAKKI DOGURMADIG",156000000,4
GAP20-001,Çin,2016,Bina/Konut/Ticari,FIDIC-dışı (Tasarım Sözleşmesi),CIETAC Hong Kong Tahkim Kararinin Cin Anakarasinda ILK KEZ Tenfizi,Cin - Nanjing Orta Halk Mahkemesi (Jiangsu Eyaleti),"ABD merkezli mimarlik firmasi Ennead'in, Cin'deki bir gayrimenkul gelistirme sirketine (Fuli Nanjing) karsi, ODENMEYEN TASARIM UCRETLERI VE FAIZ icin 2015'te CIETAC HONG KONG'DA baslattigi tahkim SONU",Para Birimi/Faiz Uyusmazligi,Tenfiz/Icra (Nihai Asama),Davaci Lehine,"Ennead Architects International LLP v Fuli Nanjing Dichan Kaifa Youxian Gongsi (Fuli Nanjing Emlak Gelistirme A.S.), Nanjing Orta Halk Mahkemesi (Jiangsu Eyaleti), 13 Aralik 2016",King & Wood Mallesons (Lexology) dava analizi,"Davaci (Ennead Architects) lehine - CIETAC HK karari Cin ANAKARASINDA BASARIYLA TENFIZ EDILDI - bu, CIETAC HK'nin 'Kusak ve Yol' (Belt and Road) proje",,16
GAP21-001,Azerbaycan,2018,Kopru/Tunel,FIDIC-dışı/Belirsiz (Yatırım Tahkimi),"Azerbaycan-Turkiye Ikili Yatirim Anlasmasi (1994) - Dolayli Kamulastirma, Adil/Esit Muamele",ICSID (Washington D.C.) - Azerbaycan-Turkiye BIT (1994),"Turk is adami Cem Selcuk Ersoy'un, Baku'de IKI SU VE KANALIZASYON TOPLAMA TUNELI insaati icin YEREL OLARAK KURULMUS bir sirkete sahip olarak YAPTIGI YATIRIMIN, Azerbaycan SU VE VERGI IDARELERININ ADAL",Devletlestirme/Kamulastirma; Yatirim Anlasmasi Ihlali (BIT/ICSID); Vergi Uyusmazligi,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Uzlasma,"Cem Selcuk Ersoy v Republic of Azerbaijan, ICSID Case No.ARB/18/6 (Azerbaycan-Turkiye IKILI YATIRIM ANLASMASI 1994 kapsaminda, 14 Mart 2018)",italaw.com + UNCTAD ISDS Navigator + IAReporter (hepsi ucretsiz erisilebilir ozet),UZLASMA ILE SONUCLANDI (detaylar gizli) - TURK BIR YATIRIMCININ Azerbaycan'daki bir su/kanalizasyon TUNEL INSAATI projesinde yasadigi anlasmazligin UL,60000000,2
